Time_s,Voltage_V,Current_A,Power_W,DTB_Temp_C,TC0_Temp_C,TC1_Temp_C
11490.892,2.900,4.999,14.496,29.90,2286.26,34.99
11497.852,2.891,4.999,14.451,29.85,2286.27,35.04
11504.801,2.884,4.999,14.416,29.85,2286.26,35.13
11511.768,2.877,5.001,14.388,29.85,2286.28,35.20
11518.704,2.868,4.999,14.336,29.90,2286.27,35.22
11526.645,2.856,4.999,14.279,29.95,2286.27,35.24
11533.588,2.845,4.999,14.222,30.00,2286.28,35.25
11540.565,2.836,4.999,14.176,30.00,2286.26,35.26
11547.505,2.822,4.999,14.107,30.05,2286.27,35.27
11554.478,2.808,4.999,14.039,30.05,2286.27,35.25
11561.439,2.795,4.999,13.970,30.05,2286.28,35.24
11568.408,2.776,4.999,13.878,30.05,2286.28,35.23
11575.317,2.758,4.999,13.787,30.00,2286.28,35.25
11583.249,2.735,4.999,13.673,30.00,2286.28,35.29
11591.229,2.710,4.999,13.547,30.00,2286.29,35.32
11598.160,2.696,4.861,13.108,30.00,2286.29,35.32
11605.129,2.696,4.598,12.398,30.00,2286.27,35.31
11612.067,2.696,4.358,11.750,29.95,2286.28,35.37
11619.021,2.696,4.129,11.133,29.95,2286.27,35.43
11625.981,2.696,3.914,10.553,29.95,2286.28,35.50
11632.931,2.696,3.706,9.991,29.95,2286.28,35.51
11639.891,2.696,3.502,9.442,30.00,2286.28,35.51
11646.871,2.699,3.310,8.931,30.00,2286.29,35.49
11653.791,2.696,3.122,8.418,30.00,2286.27,35.45
11660.742,2.699,2.943,7.943,30.00,2286.28,35.45
11667.692,2.699,2.769,7.474,29.95,2286.28,35.41
11674.632,2.699,2.598,7.010,29.95,2286.29,35.50
11681.583,2.699,2.438,6.578,29.95,2286.30,35.51
11688.557,2.696,2.280,6.147,29.95,2286.29,35.49
11695.508,2.696,2.131,5.745,29.95,2286.28,35.44
11702.453,2.696,1.987,5.357,29.95,2286.28,35.38
11709.436,2.696,1.847,4.980,30.00,2286.28,35.33
11716.410,2.699,1.712,4.620,29.95,2286.30,35.27
11723.324,2.696,1.582,4.264,29.95,2286.29,35.24
11730.270,2.696,1.458,3.931,29.95,2286.31,35.19
11737.234,2.696,1.334,3.598,29.95,2286.30,35.10
11744.216,2.696,1.222,3.295,30.00,2286.29,35.02
11751.111,2.696,1.110,2.993,30.00,2286.30,35.00
11758.068,2.696,1.007,2.715,30.00,2286.30,35.02
11765.013,2.696,0.911,2.456,30.00,2286.30,34.97
11771.987,2.696,0.817,2.203,30.00,2286.31,34.89
11778.931,2.699,0.730,1.970,30.05,2286.31,34.81
11785.876,2.699,0.650,1.754,30.05,2286.30,34.71
11792.821,2.699,0.579,1.563,30.00,2286.31,34.64
11799.785,2.696,0.515,1.389,30.00,2286.32,34.55
11806.739,2.696,0.458,1.234,30.00,2286.31,34.46
11813.676,2.696,0.407,1.098,30.00,2286.32,34.39
11820.630,2.696,0.364,0.981,30.05,2286.32,34.31
11827.600,2.699,0.327,0.883,30.05,2286.31,34.22
11834.546,2.696,0.293,0.790,30.05,2286.32,34.13
11842.476,2.696,0.261,0.704,30.05,2286.32,34.06
