Time_s,DTB_Avg_C,DTB1_C,DTB2_C,TC0_C,TC1_C
9228.1,30.00,30.00,30.00,2285.46,33.53
9237.1,30.00,30.00,30.00,2285.47,33.51
9244.0,29.95,29.90,30.00,2285.47,33.52
9253.0,29.95,29.90,30.00,2285.43,33.58
9261.9,29.90,29.90,29.90,2285.46,33.62
9270.9,29.90,29.90,29.90,2285.45,33.64
9277.8,29.90,29.90,29.90,2285.43,33.65
9286.8,29.90,29.90,29.90,2285.44,33.66
9295.7,29.90,29.90,29.90,2285.45,33.64
9304.7,29.90,29.90,29.90,2285.44,33.71
9311.6,29.90,29.90,29.90,2285.43,33.73
9321.6,29.95,30.00,29.90,2285.44,33.74
9330.5,29.95,30.00,29.90,2285.43,33.73
9337.5,29.95,30.00,29.90,2285.43,33.73
9346.4,29.90,29.90,29.90,2285.43,33.78
9353.4,29.85,29.80,29.90,2285.44,33.87
9362.3,29.85,29.80,29.90,2285.42,33.92
9371.3,29.95,29.90,30.00,2285.44,33.97
9380.2,29.95,29.90,30.00,2285.43,33.92
9387.2,30.00,30.00,30.00,2285.44,33.91
9396.1,30.00,30.00,30.00,2285.42,33.87
9403.1,30.00,30.00,30.00,2285.43,33.84
9412.0,30.05,30.10,30.00,2285.42,33.84
9419.0,30.05,30.10,30.00,2285.43,33.76
9427.9,30.05,30.10,30.00,2285.43,33.70
9434.9,30.05,30.10,30.00,2285.43,33.64
9443.8,30.05,30.10,30.00,2285.42,33.64
9450.8,30.00,30.00,30.00,2285.42,33.71
9459.7,29.90,29.90,29.90,2285.43,33.76
9468.6,29.85,29.80,29.90,2285.44,33.94
9477.6,29.85,29.80,29.90,2285.43,34.00
9484.6,29.85,29.80,29.90,2285.43,34.01
9493.5,29.85,29.80,29.90,2285.41,34.02
9500.4,29.90,29.90,29.90,2285.42,34.06
9509.4,30.00,30.00,30.00,2285.41,34.04
9516.3,30.05,30.10,30.00,2285.42,34.01
9525.3,30.05,30.10,30.00,2285.41,33.96
9532.2,30.05,30.10,30.00,2285.41,33.89
9541.2,30.10,30.20,30.00,2285.41,33.85
9548.2,30.10,30.20,30.00,2285.41,33.76
9557.1,30.10,30.20,30.00,2285.41,33.67
9566.0,30.10,30.20,30.00,2285.41,33.61
9575.0,30.10,30.20,30.00,2285.41,33.65
9581.9,30.05,30.10,30.00,2285.43,33.73
9590.9,30.00,30.00,30.00,2285.42,33.78
9597.8,29.90,29.90,29.90,2285.41,33.82
9606.8,29.85,29.80,29.90,2285.42,33.98
9615.7,29.85,29.80,29.90,2285.42,34.02
9624.7,29.85,29.80,29.90,2285.42,34.02
9631.6,29.85,29.80,29.90,2285.42,34.02
9640.6,29.95,30.00,29.90,2285.44,33.98
9649.5,29.95,30.00,29.90,2285.44,33.94
9658.5,30.05,30.20,29.90,2285.43,33.89
9665.4,30.05,30.20,29.90,2285.42,33.82
9674.4,30.10,30.20,30.00,2285.43,33.76
9681.3,30.10,30.20,30.00,2285.43,33.76
9690.3,30.05,30.10,30.00,2285.43,33.81
9697.2,29.95,29.90,30.00,2285.43,33.95
9706.2,29.95,29.90,30.00,2285.43,34.10
9713.1,29.95,29.90,30.00,2285.43,34.12
9722.1,30.00,30.00,30.00,2285.42,34.13
9729.0,30.05,30.10,30.00,2285.43,34.08
9738.0,30.10,30.20,30.00,2285.43,34.02
9744.9,30.15,30.30,30.00,2285.41,33.96
9753.9,30.15,30.30,30.00,2285.43,33.89
9760.8,30.15,30.30,30.00,2285.44,33.80
9769.8,30.10,30.20,30.00,2285.42,33.82
9776.7,30.10,30.20,30.00,2285.44,33.84
9785.7,30.10,30.20,30.00,2285.42,33.80
9792.6,30.10,30.20,30.00,2285.40,33.75
9801.6,30.10,30.20,30.00,2285.41,33.68
9808.5,30.10,30.20,30.00,2285.41,33.68
9817.5,30.10,30.20,30.00,2285.41,33.65
9824.4,30.05,30.10,30.00,2285.42,33.67
9834.4,30.05,30.10,30.00,2285.42,33.69
9843.3,30.00,30.00,30.00,2285.40,33.76
9850.2,30.00,30.00,30.00,2285.40,33.77
9859.2,30.00,30.00,30.00,2285.41,33.75
9866.2,30.00,30.00,30.00,2285.40,33.72
9875.1,29.95,30.00,29.90,2285.42,33.71
9882.1,29.95,30.00,29.90,2285.40,33.70
9891.0,29.95,30.00,29.90,2285.41,33.67
9898.0,29.95,30.00,29.90,2285.40,33.62
9906.9,29.95,30.00,29.90,2285.40,33.58
9913.9,29.95,30.00,29.90,2285.40,33.53
9922.8,29.95,30.00,29.90,2285.40,33.55
9929.8,29.95,30.00,29.90,2285.42,33.56
9939.7,29.95,30.00,29.90,2285.41,33.56
9948.7,30.00,30.00,30.00,2285.41,33.55
9955.6,30.00,30.00,30.00,2285.41,33.54
9964.6,29.95,29.90,30.00,2285.41,33.57
9971.5,29.95,29.90,30.00,2285.41,33.63
9980.5,29.85,29.70,30.00,2285.41,33.78
9987.4,29.85,29.70,30.00,2285.41,33.95
9996.4,29.90,29.80,30.00,2285.43,33.91
10003.3,29.95,29.90,30.00,2285.41,33.88
10012.3,29.90,29.90,29.90,2285.40,33.86
10021.2,29.95,30.00,29.90,2285.41,33.82
10030.2,30.00,30.10,29.90,2285.42,33.79
10037.1,30.00,30.10,29.90,2285.41,33.72
10046.0,30.00,30.10,29.90,2285.40,33.68
10053.0,30.05,30.20,29.90,2285.41,33.61
10061.9,30.05,30.20,29.90,2285.40,33.55
10068.9,30.15,30.30,30.00,2285.40,33.47
10077.9,30.10,30.20,30.00,2285.40,33.49
10084.8,30.05,30.10,30.00,2285.41,33.50
10093.8,30.05,30.10,30.00,2285.40,33.52
10100.7,30.00,30.00,30.00,2285.39,33.53
10109.7,29.95,29.90,30.00,2285.40,33.62
10116.6,29.95,29.90,30.00,2285.40,33.67
10125.6,29.90,29.80,30.00,2285.40,33.74
10132.5,29.90,29.80,30.00,2285.39,33.80
10141.4,29.85,29.80,29.90,2285.39,33.85
10148.4,29.85,29.80,29.90,2285.38,33.90
10157.4,29.90,29.90,29.90,2285.40,33.86
10164.3,29.90,29.90,29.90,2285.38,33.81
10173.3,29.95,30.00,29.90,2285.39,33.81
10180.2,30.00,30.00,30.00,2285.39,33.77
10189.2,30.05,30.10,30.00,2285.36,33.72
10196.1,30.05,30.10,30.00,2285.39,33.66
10205.1,30.00,30.10,29.90,2285.38,33.62
10212.0,30.00,30.10,29.90,2285.38,33.64
10220.9,30.00,30.10,29.90,2285.37,33.62
10227.9,30.00,30.10,29.90,2285.37,33.61
10236.9,29.95,30.00,29.90,2285.37,33.64
10243.8,29.95,30.00,29.90,2285.37,33.64
10252.7,29.95,30.00,29.90,2285.37,33.63
10259.7,29.95,30.00,29.90,2285.38,33.62
10269.6,29.95,30.00,29.90,2285.37,33.62
10278.6,29.90,29.90,29.90,2285.35,33.68
10285.5,29.90,29.90,29.90,2285.36,33.78
10294.5,29.90,29.90,29.90,2285.36,33.76
10301.4,29.90,29.90,29.90,2285.34,33.74
10310.4,29.90,29.90,29.90,2285.35,33.74
10317.3,29.95,30.00,29.90,2285.36,33.74
10326.3,29.95,30.00,29.90,2285.36,33.70
10333.2,29.95,30.00,29.90,2285.37,33.65
10342.2,29.95,30.00,29.90,2285.36,33.63
10349.1,29.95,30.00,29.90,2285.36,33.62
10358.1,29.90,29.90,29.90,2285.36,33.66
10365.0,29.95,29.90,30.00,2285.35,33.75
10374.0,29.95,29.90,30.00,2285.35,33.75
10382.9,29.95,29.90,30.00,2285.35,33.70
10391.9,29.95,29.90,30.00,2285.35,33.75
10398.8,29.95,29.90,30.00,2285.35,33.82
10407.8,29.95,29.90,30.00,2285.34,33.81
10414.7,30.00,30.00,30.00,2285.35,33.79
10423.7,30.00,30.00,30.00,2285.35,33.75
10432.6,30.00,30.00,30.00,2285.34,33.71
10441.5,30.00,30.00,30.00,2285.35,33.69
10448.5,30.00,30.00,30.00,2285.34,33.64
10457.5,30.00,30.00,30.00,2285.33,33.69
10464.4,29.95,29.90,30.00,2285.34,33.78
10473.3,29.95,29.90,30.00,2285.33,33.82
10480.3,30.00,30.00,30.00,2285.34,33.76
10489.3,30.00,30.00,30.00,2285.35,33.71
10496.2,30.05,30.10,30.00,2285.34,33.64
10505.1,30.05,30.10,30.00,2285.35,33.58
10512.1,30.05,30.10,30.00,2285.35,33.62
10521.0,29.90,29.90,29.90,2285.34,33.72
10528.0,29.90,29.90,29.90,2285.36,33.84
10537.9,29.95,29.90,30.00,2285.35,33.88
10546.9,29.95,29.90,30.00,2285.33,33.89
10553.8,29.95,29.90,30.00,2285.36,33.87
10562.8,29.95,29.90,30.00,2285.34,33.83
10569.7,29.95,29.90,30.00,2285.35,33.90
10578.7,29.95,29.90,30.00,2285.32,33.93
10585.6,29.95,29.90,30.00,2285.34,33.96
10594.6,30.00,30.00,30.00,2285.34,33.93
10601.5,30.00,30.00,30.00,2285.34,33.88
10610.5,30.05,30.10,30.00,2285.33,33.83
10617.4,30.05,30.10,30.00,2285.33,33.82
10626.4,30.05,30.10,30.00,2285.34,33.77
10633.3,30.05,30.10,30.00,2285.33,33.71
10642.3,30.05,30.10,30.00,2285.33,33.67
10649.2,30.05,30.10,30.00,2285.34,33.69
10659.2,30.00,30.00,30.00,2285.32,33.80
10668.1,29.95,29.90,30.00,2285.32,33.86
10675.1,29.95,29.90,30.00,2285.34,33.91
10684.0,30.00,30.00,30.00,2285.34,33.89
10691.0,30.00,30.00,30.00,2285.33,33.86
10699.9,30.00,30.00,30.00,2285.32,33.80
10706.9,29.95,30.00,29.90,2285.33,33.74
10716.8,29.95,30.00,29.90,2285.33,33.70
10725.8,29.90,29.90,29.90,2285.32,33.77
10732.7,29.90,29.90,29.90,2285.30,33.85
10741.7,29.90,29.90,29.90,2285.33,33.88
10750.6,29.90,29.90,29.90,2285.31,33.92
10759.6,29.90,29.90,29.90,2285.33,33.95
10766.5,29.95,29.90,30.00,2285.32,33.91
10775.5,29.95,29.90,30.00,2285.33,33.93
10782.4,30.00,30.00,30.00,2285.30,33.88
10792.3,30.00,30.00,30.00,2285.30,33.85
